threshold,precision,recall,f1,fpr,pr_auc,roc_auc,tn,fp,fn,tp
0.215,0.5681902089640405,0.8971668415529905,0.695750452079566,0.6572263429984266,0.7775718365666853,0.7532717644896667,3050,5848,882,7695
0.216,0.5682523267838676,0.8969336597878046,0.695726882206647,0.6568891885817038,0.7775718365666853,0.7532717644896667,3053,5845,884,7693
0.217,0.5684202748633073,0.8969336597878046,0.6958527429786079,0.6564396493594066,0.7775718365666853,0.7532717644896667,3057,5841,884,7693
0.218,0.5685448092280391,0.8964672962574327,0.6958056196552193,0.6557653405259609,0.7775718365666853,0.7532717644896667,3063,5835,888,7689
0.219,0.5688175225691875,0.8962341144922467,0.695939522882622,0.6548662620813666,0.7775718365666853,0.7532717644896667,3071,5827,890,7687
0.22,0.5688378978534419,0.8960009327270607,0.6958844569203604,0.6546414924702181,0.7775718365666853,0.7532717644896667,3073,5825,892,7685
0.221,0.569301429735536,0.8960009327270607,0.6962312013045842,0.6534052596089008,0.7775718365666853,0.7532717644896667,3084,5814,892,7685
0.222,0.569279786603438,0.8957677509618748,0.6961446110632898,0.6532928748033265,0.7775718365666853,0.7532717644896667,3085,5813,894,7683
0.223,0.5693208778173191,0.8953013874315029,0.6960344436891004,0.6528433355810295,0.7775718365666853,0.7532717644896667,3089,5809,898,7679
0.224,0.569351728230233,0.8949516147837239,0.6959517657192076,0.6525061811643066,0.7775718365666853,0.7532717644896667,3092,5806,901,7676
0.225,0.5693506493506494,0.894485251253352,0.6958099038635952,0.6521690267475837,0.7775718365666853,0.7532717644896667,3095,5803,905,7672
0.226,0.5695083915045299,0.8941354786055731,0.6958218028399039,0.651494717914138,0.7775718365666853,0.7532717644896667,3101,5797,908,7669
0.227,0.5695053923391595,0.8927363880144573,0.6953955135773318,0.6504832546639694,0.7775718365666853,0.7532717644896667,3110,5788,920,7657
0.228,0.5697276380413752,0.8926197971318642,0.6955257778787189,0.6498089458305237,0.7775718365666853,0.7532717644896667,3116,5782,921,7656
0.229,0.569939700736991,0.8926197971318642,0.6956837800999546,0.6492470218026523,0.7775718365666853,0.7532717644896667,3121,5777,921,7656
0.23,0.5702035642383119,0.8915704791885275,0.6955612152082955,0.6477860193301865,0.7775718365666853,0.7532717644896667,3134,5764,930,7647
